lat_long,casualties_id,Casualties.casualties_id,Casualties.casualties,Casualties.fatalities,Casualties.serious_injuries,Casualties.minor_injuries,Location2.lat_long,Location2.latitude,Location2.longitude
"(-36.969108411712696, 145.0385964226059)",1c1m,1c1m,1,0,0,1,"(-36.969108411712696, 145.0385964226059)",-36.96910841,145.0385964
"(-36.86441068683286, 145.16870422660523)",3c3m,3c3m,3,0,0,3,"(-36.86441068683286, 145.16870422660523)",-36.86441069,145.1687042
"(-37.0303914398869, 144.96219107510134)",1c1m,1c1m,1,0,0,1,"(-37.0303914398869, 144.96219107510134)",-37.03039144,144.9621911
"(-37.0303914398869, 144.96219107510134)",1c1m,1c1m,1,0,0,1,"(-37.0303914398869, 144.96219107510134)",-37.03039144,144.9621911
"(-36.83222574461043, 145.20859337552014)",1c1m,1c1m,1,0,0,1,"(-36.83222574461043, 145.20859337552014)",-36.83222574,145.2085934
"(-37.005769948729636, 144.99291041972324)",2c2m,2c2m,2,0,0,2,"(-37.005769948729636, 144.99291041972324)",-37.00576995,144.9929104
"(-37.005769948729636, 144.99291041972324)",1c1m,1c1m,1,0,0,1,"(-37.005769948729636, 144.99291041972324)",-37.00576995,144.9929104
"(-37.276168002002564, 144.65389128484293)",1c1m,1c1m,1,0,0,1,"(-37.276168002002564, 144.65389128484293)",-37.27616800,144.6538913
"(-37.04533016993604, 144.94353798271456)",1c1m,1c1m,1,0,0,1,"(-37.04533016993604, 144.94353798271456)",-37.04533017,144.9435380
"(-37.04533016993604, 144.94353798271456)",1c1m,1c1m,1,0,0,1,"(-37.04533016993604, 144.94353798271456)",-37.04533017,144.9435380
"(-37.04533016993604, 144.94353798271456)",1c1m,1c1m,1,0,0,1,"(-37.04533016993604, 144.94353798271456)",-37.04533017,144.9435380
"(-37.04533016993604, 144.94353798271456)",1c1s,1c1s,1,0,1,0,"(-37.04533016993604, 144.94353798271456)",-37.04533017,144.9435380
"(-37.060491551630626, 144.92459559840069)",1c1m,1c1m,1,0,0,1,"(-37.060491551630626, 144.92459559840069)",-37.06049155,144.9245956
"(-37.060491551630626, 144.92459559840069)",3c3s,3c3s,3,0,3,0,"(-37.060491551630626, 144.92459559840069)",-37.06049155,144.9245956
"(-36.93428688947896, 145.08192845647247)",2c2m,2c2m,2,0,0,2,"(-36.93428688947896, 145.08192845647247)",-36.93428689,145.0819285
"(-37.05821575381147, 144.9274396688559)",1c1s,1c1s,1,0,1,0,"(-37.05821575381147, 144.9274396688559)",-37.05821575,144.9274397
"(-36.87540479730878, 145.1550669255221)",1c1m,1c1m,1,0,0,1,"(-36.87540479730878, 145.1550669255221)",-36.87540480,145.1550669
"(-36.90667258796549, 145.11624968072934)",3c1s2m,3c1s2m,3,0,1,2,"(-36.90667258796549, 145.11624968072934)",-36.90667259,145.1162497
"(-36.90667258796549, 145.11624968072934)",1c1s,1c1s,1,0,1,0,"(-36.90667258796549, 145.11624968072934)",-36.90667259,145.1162497
"(-37.00047594340186, 144.99951165827966)",1c1m,1c1m,1,0,0,1,"(-37.00047594340186, 144.99951165827966)",-37.00047594,144.9995117
"(-37.00047594340186, 144.99951165827966)",1c1m,1c1m,1,0,0,1,"(-37.00047594340186, 144.99951165827966)",-37.00047594,144.9995117
"(-37.57677469150666, 144.27264107824612)",2c2m,2c2m,2,0,0,2,"(-37.57677469150666, 144.27264107824612)",-37.57677469,144.2726411
"(-37.01001590750023, 144.9876150219001)",1c1m,1c1m,1,0,0,1,"(-37.01001590750023, 144.9876150219001)",-37.01001591,144.9876150
"(-37.03020293774373, 144.9624263759671)",1c1m,1c1m,1,0,0,1,"(-37.03020293774373, 144.9624263759671)",-37.03020294,144.9624264
"(-37.03020293774373, 144.9624263759671)",1c1m,1c1m,1,0,0,1,"(-37.03020293774373, 144.9624263759671)",-37.03020294,144.9624264
"(-37.03020293774373, 144.9624263759671)",1c1s,1c1s,1,0,1,0,"(-37.03020293774373, 144.9624263759671)",-37.03020294,144.9624264
"(-37.03020293774373, 144.9624263759671)",1c1s,1c1s,1,0,1,0,"(-37.03020293774373, 144.9624263759671)",-37.03020294,144.9624264
"(-36.89844322047219, 145.12647059824081)",1c1s,1c1s,1,0,1,0,"(-36.89844322047219, 145.12647059824081)",-36.89844322,145.1264706
"(-36.98369336599638, 145.0204291987109)",1c1m,1c1m,1,0,0,1,"(-36.98369336599638, 145.0204291987109)",-36.98369337,145.0204292
"(-36.85751567606253, 145.17725393738468)",1c1m,1c1m,1,0,0,1,"(-36.85751567606253, 145.17725393738468)",-36.85751568,145.1772539
"(-36.85751567606253, 145.17725393738468)",1c1s,1c1s,1,0,1,0,"(-36.85751567606253, 145.17725393738468)",-36.85751568,145.1772539
"(-37.905692359049546, 143.850053617015)",1c1m,1c1m,1,0,0,1,"(-37.905692359049546, 143.850053617015)",-37.90569236,143.8500536
"(-37.90979592426461, 143.84474473833458)",1c1m,1c1m,1,0,0,1,"(-37.90979592426461, 143.84474473833458)",-37.90979592,143.8447447
"(-36.892731785182626, 145.1335622936274)",1c1s,1c1s,1,0,1,0,"(-36.892731785182626, 145.1335622936274)",-36.89273179,145.1335623
"(-36.892731785182626, 145.1335622936274)",1c1m,1c1m,1,0,0,1,"(-36.892731785182626, 145.1335622936274)",-36.89273179,145.1335623
"(-36.892731785182626, 145.1335622936274)",1c1s,1c1s,1,0,1,0,"(-36.892731785182626, 145.1335622936274)",-36.89273179,145.1335623
"(-36.892731785182626, 145.1335622936274)",1c1s,1c1s,1,0,1,0,"(-36.892731785182626, 145.1335622936274)",-36.89273179,145.1335623
"(-36.892731785182626, 145.1335622936274)",1c1m,1c1m,1,0,0,1,"(-36.892731785182626, 145.1335622936274)",-36.89273179,145.1335623
"(-36.81305758075886, 145.23232609399426)",1c1m,1c1m,1,0,0,1,"(-36.81305758075886, 145.23232609399426)",-36.81305758,145.2323261
"(-36.86833169034783, 145.16384121277767)",1c1s,1c1s,1,0,1,0,"(-36.86833169034783, 145.16384121277767)",-36.86833169,145.1638412
"(-36.923022460018075, 145.09593326620663)",1c1m,1c1m,1,0,0,1,"(-36.923022460018075, 145.09593326620663)",-36.92302246,145.0959333
"(-37.056689996010874, 144.92934626877505)",1c1m,1c1m,1,0,0,1,"(-37.056689996010874, 144.92934626877505)",-37.05669000,144.9293463
"(-37.056689996010874, 144.92934626877505)",2c2s,2c2s,2,0,2,0,"(-37.056689996010874, 144.92934626877505)",-37.05669000,144.9293463
"(-36.93782851137939, 145.07752395801614)",1c1m,1c1m,1,0,0,1,"(-36.93782851137939, 145.07752395801614)",-36.93782851,145.0775240
"(-36.93782851137939, 145.07752395801614)",1c1m,1c1m,1,0,0,1,"(-36.93782851137939, 145.07752395801614)",-36.93782851,145.0775240
"(-36.94412756594332, 145.06968869471964)",1c1m,1c1m,1,0,0,1,"(-36.94412756594332, 145.06968869471964)",-36.94412757,145.0696887
"(-36.94412756594332, 145.06968869471964)",2c2s,2c2s,2,0,2,0,"(-36.94412756594332, 145.06968869471964)",-36.94412757,145.0696887
"(-37.030859405580486, 144.96160692173282)",1c1m,1c1m,1,0,0,1,"(-37.030859405580486, 144.96160692173282)",-37.03085941,144.9616069
"(-37.030859405580486, 144.96160692173282)",1c1m,1c1m,1,0,0,1,"(-37.030859405580486, 144.96160692173282)",-37.03085941,144.9616069
"(-37.52448799863739, 144.33929047926225)",1c1m,1c1m,1,0,0,1,"(-37.52448799863739, 144.33929047926225)",-37.52448800,144.3392905
"(-36.785262623272835, 145.26670846876993)",1c1m,1c1m,1,0,0,1,"(-36.785262623272835, 145.26670846876993)",-36.78526262,145.2667085
"(-36.785262623272835, 145.26670846876993)",1c1m,1c1m,1,0,0,1,"(-36.785262623272835, 145.26670846876993)",-36.78526262,145.2667085
"(-37.053392549349965, 144.9334663925799)",1c1m,1c1m,1,0,0,1,"(-37.053392549349965, 144.9334663925799)",-37.05339255,144.9334664
"(-36.95487724667729, 145.05631290864642)",1c1s,1c1s,1,0,1,0,"(-36.95487724667729, 145.05631290864642)",-36.95487725,145.0563129
"(-36.87566564523806, 145.15474329363752)",3c2s1m,3c2s1m,3,0,2,1,"(-36.87566564523806, 145.15474329363752)",-36.87566565,145.1547433
"(-36.87566564523806, 145.15474329363752)",3c2s1m,3c2s1m,3,0,2,1,"(-36.87566564523806, 145.15474329363752)",-36.87566565,145.1547433
"(-36.87566564523806, 145.15474329363752)",1c1s,1c1s,1,0,1,0,"(-36.87566564523806, 145.15474329363752)",-36.87566565,145.1547433
"(-36.87566564523806, 145.15474329363752)",2c2m,2c2m,2,0,0,2,"(-36.87566564523806, 145.15474329363752)",-36.87566565,145.1547433
"(-36.87566564523806, 145.15474329363752)",1c1m,1c1m,1,0,0,1,"(-36.87566564523806, 145.15474329363752)",-36.87566565,145.1547433
"(-37.026625756881685, 144.9668913177804)",1c1m,1c1m,1,0,0,1,"(-37.026625756881685, 144.9668913177804)",-37.02662576,144.9668913
"(-37.026625756881685, 144.9668913177804)",1c1s,1c1s,1,0,1,0,"(-37.026625756881685, 144.9668913177804)",-37.02662576,144.9668913
"(-36.9279737430828, 145.08977821113174)",1c1m,1c1m,1,0,0,1,"(-36.9279737430828, 145.08977821113174)",-36.92797374,145.0897782
"(-37.23651764045171, 144.70383335134179)",1c1m,1c1m,1,0,0,1,"(-37.23651764045171, 144.70383335134179)",-37.23651764,144.7038334
"(-37.23651764045171, 144.70383335134179)",1c1m,1c1m,1,0,0,1,"(-37.23651764045171, 144.70383335134179)",-37.23651764,144.7038334
"(-37.23651764045171, 144.70383335134179)",2c2m,2c2m,2,0,0,2,"(-37.23651764045171, 144.70383335134179)",-37.23651764,144.7038334
"(-36.98748792652129, 145.01570092913033)",1c1m,1c1m,1,0,0,1,"(-36.98748792652129, 145.01570092913033)",-36.98748793,145.0157009
"(-36.98748792652129, 145.01570092913033)",1c1s,1c1s,1,0,1,0,"(-36.98748792652129, 145.01570092913033)",-36.98748793,145.0157009
"(-36.98748792652129, 145.01570092913033)",1c1m,1c1m,1,0,0,1,"(-36.98748792652129, 145.01570092913033)",-36.98748793,145.0157009
"(-36.99635816368643, 145.00464527594386)",1c1m,1c1m,1,0,0,1,"(-36.99635816368643, 145.00464527594386)",-36.99635816,145.0046453
"(-36.99635816368643, 145.00464527594386)",1c1m,1c1m,1,0,0,1,"(-36.99635816368643, 145.00464527594386)",-36.99635816,145.0046453
"(-36.99635816368643, 145.00464527594386)",1c1s,1c1s,1,0,1,0,"(-36.99635816368643, 145.00464527594386)",-36.99635816,145.0046453
"(-36.99635816368643, 145.00464527594386)",1c1m,1c1m,1,0,0,1,"(-36.99635816368643, 145.00464527594386)",-36.99635816,145.0046453
"(-36.99635816368643, 145.00464527594386)",2c2m,2c2m,2,0,0,2,"(-36.99635816368643, 145.00464527594386)",-36.99635816,145.0046453
"(-36.66150789291193, 145.41934396440945)",1c1m,1c1m,1,0,0,1,"(-36.66150789291193, 145.41934396440945)",-36.66150789,145.4193440
"(-36.66150789291193, 145.41934396440945)",1c1m,1c1m,1,0,0,1,"(-36.66150789291193, 145.41934396440945)",-36.66150789,145.4193440
"(-37.016661395525595, 144.97932524037205)",1c1s,1c1s,1,0,1,0,"(-37.016661395525595, 144.97932524037205)",-37.01666140,144.9793252
"(-36.83614296202975, 145.20374115997356)",1c1m,1c1m,1,0,0,1,"(-36.83614296202975, 145.20374115997356)",-36.83614296,145.2037412
"(-36.905080071650616, 145.11822785158782)",1c1m,1c1m,1,0,0,1,"(-36.905080071650616, 145.11822785158782)",-36.90508007,145.1182279
"(-37.018174508820564, 144.97743743323184)",1c1s,1c1s,1,0,1,0,"(-37.018174508820564, 144.97743743323184)",-37.01817451,144.9774374
"(-37.018174508820564, 144.97743743323184)",1c1m,1c1m,1,0,0,1,"(-37.018174508820564, 144.97743743323184)",-37.01817451,144.9774374
"(-37.06192899888621, 144.92279908467938)",1c1s,1c1s,1,0,1,0,"(-37.06192899888621, 144.92279908467938)",-37.06192900,144.9227991
"(-37.06192899888621, 144.92279908467938)",2c1s1m,2c1s1m,2,0,1,1,"(-37.06192899888621, 144.92279908467938)",-37.06192900,144.9227991
"(-37.06192899888621, 144.92279908467938)",1c1m,1c1m,1,0,0,1,"(-37.06192899888621, 144.92279908467938)",-37.06192900,144.9227991
"(-37.06192899888621, 144.92279908467938)",1c1m,1c1m,1,0,0,1,"(-37.06192899888621, 144.92279908467938)",-37.06192900,144.9227991
"(-37.0008626745838, 144.99902947939043)",1c1m,1c1m,1,0,0,1,"(-37.0008626745838, 144.99902947939043)",-37.00086267,144.9990295
"(-37.0008626745838, 144.99902947939043)",1c1m,1c1m,1,0,0,1,"(-37.0008626745838, 144.99902947939043)",-37.00086267,144.9990295
"(-37.0008626745838, 144.99902947939043)",1c1s,1c1s,1,0,1,0,"(-37.0008626745838, 144.99902947939043)",-37.00086267,144.9990295
"(-36.775911472685266, 145.2782674931409)",1c1m,1c1m,1,0,0,1,"(-36.775911472685266, 145.2782674931409)",-36.77591147,145.2782675
"(-36.871542806528694, 145.15985807945006)",1c1m,1c1m,1,0,0,1,"(-36.871542806528694, 145.15985807945006)",-36.87154281,145.1598581
"(-36.871542806528694, 145.15985807945006)",1c1m,1c1m,1,0,0,1,"(-36.871542806528694, 145.15985807945006)",-36.87154281,145.1598581
"(-36.871542806528694, 145.15985807945006)",1c1m,1c1m,1,0,0,1,"(-36.871542806528694, 145.15985807945006)",-36.87154281,145.1598581
"(-37.05083125800597, 144.93666632706146)",1c1m,1c1m,1,0,0,1,"(-37.05083125800597, 144.93666632706146)",-37.05083126,144.9366663
"(-37.05083125800597, 144.93666632706146)",2c2m,2c2m,2,0,0,2,"(-37.05083125800597, 144.93666632706146)",-37.05083126,144.9366663
"(-37.132547501207135, 144.83441414730234)",1c1s,1c1s,1,0,1,0,"(-37.132547501207135, 144.83441414730234)",-37.13254750,144.8344141
"(-37.02410178988326, 144.97004128624786)",1c1s,1c1s,1,0,1,0,"(-37.02410178988326, 144.97004128624786)",-37.02410179,144.9700413
"(-37.00489737737854, 144.99399854749328)",1c1m,1c1m,1,0,0,1,"(-37.00489737737854, 144.99399854749328)",-37.00489738,144.9939985
"(-37.00489737737854, 144.99399854749328)",2c2m,2c2m,2,0,0,2,"(-37.00489737737854, 144.99399854749328)",-37.00489738,144.9939985
"(-36.93823157899792, 145.0770226486411)",1c1s,1c1s,1,0,1,0,"(-36.93823157899792, 145.0770226486411)",-36.93823158,145.0770226
"(-36.859657862151465, 145.17459790517415)",2c2s,2c2s,2,0,2,0,"(-36.859657862151465, 145.17459790517415)",-36.85965786,145.1745979
"(-36.859657862151465, 145.17459790517415)",1c1m,1c1m,1,0,0,1,"(-36.859657862151465, 145.17459790517415)",-36.85965786,145.1745979
"(-37.16962897096077, 144.7879040647624)",1c1s,1c1s,1,0,1,0,"(-37.16962897096077, 144.7879040647624)",-37.16962897,144.7879041
"(-36.96611106232347, 145.04232867066546)",1c1m,1c1m,1,0,0,1,"(-36.96611106232347, 145.04232867066546)",-36.96611106,145.0423287
"(-37.0597269396196, 144.92555116462455)",1c1m,1c1m,1,0,0,1,"(-37.0597269396196, 144.92555116462455)",-37.05972694,144.9255512
"(-37.0597269396196, 144.92555116462455)",1c1m,1c1m,1,0,0,1,"(-37.0597269396196, 144.92555116462455)",-37.05972694,144.9255512
"(-37.0597269396196, 144.92555116462455)",1c1m,1c1m,1,0,0,1,"(-37.0597269396196, 144.92555116462455)",-37.05972694,144.9255512
"(-36.98860077471347, 145.01431411366528)",2c2m,2c2m,2,0,0,2,"(-36.98860077471347, 145.01431411366528)",-36.98860077,145.0143141
"(-36.98860077471347, 145.01431411366528)",1c1m,1c1m,1,0,0,1,"(-36.98860077471347, 145.01431411366528)",-36.98860077,145.0143141
"(-36.98860077471347, 145.01431411366528)",1c1m,1c1m,1,0,0,1,"(-36.98860077471347, 145.01431411366528)",-36.98860077,145.0143141
"(-36.863642983250394, 145.169656281608)",2c2s,2c2s,2,0,2,0,"(-36.863642983250394, 145.169656281608)",-36.86364298,145.1696563
"(-36.902585199481564, 145.1213266506639)",2c2m,2c2m,2,0,0,2,"(-36.902585199481564, 145.1213266506639)",-36.90258520,145.1213267
"(-37.02632867615717, 144.9672620976281)",1c1m,1c1m,1,0,0,1,"(-37.02632867615717, 144.9672620976281)",-37.02632868,144.9672621
"(-37.02632867615717, 144.9672620976281)",1c1m,1c1m,1,0,0,1,"(-37.02632867615717, 144.9672620976281)",-37.02632868,144.9672621
"(-36.43295469767866, 145.6993325056762)",2c2f,2c2f,2,2,0,0,"(-36.43295469767866, 145.6993325056762)",-36.43295470,145.6993325
"(-36.90253606359822, 145.12138767769403)",1c1m,1c1m,1,0,0,1,"(-36.90253606359822, 145.12138767769403)",-36.90253606,145.1213877
"(-36.78959053287616, 145.26135728619562)",1c1m,1c1m,1,0,0,1,"(-36.78959053287616, 145.26135728619562)",-36.78959053,145.2613573
"(-37.51069814583913, 144.35684451789186)",1c1s,1c1s,1,0,1,0,"(-37.51069814583913, 144.35684451789186)",-37.51069815,144.3568445
"(-37.799155396349526, 143.98756388764573)",2c1s1m,2c1s1m,2,0,1,1,"(-37.799155396349526, 143.98756388764573)",-37.79915540,143.9875639
"(-37.036531488845505, 144.95452570001663)",2c2m,2c2m,2,0,0,2,"(-37.036531488845505, 144.95452570001663)",-37.03653149,144.9545257
"(-37.005649005896224, 144.9930612420114)",1c1s,1c1s,1,0,1,0,"(-37.005649005896224, 144.9930612420114)",-37.00564901,144.9930612
"(-37.005649005896224, 144.9930612420114)",1c1s,1c1s,1,0,1,0,"(-37.005649005896224, 144.9930612420114)",-37.00564901,144.9930612
"(-37.09435929604116, 144.88224064856075)",1c1m,1c1m,1,0,0,1,"(-37.09435929604116, 144.88224064856075)",-37.09435930,144.8822406
"(-34.58710643825398, 147.87678817744407)",1c1m,1c1m,1,0,0,1,"(-34.58710643825398, 147.87678817744407)",-34.58710644,147.8767882
"(-37.03575804000211, 144.955491393406)",1c1m,1c1m,1,0,0,1,"(-37.03575804000211, 144.955491393406)",-37.03575804,144.9554914
"(-37.03575804000211, 144.955491393406)",1c1s,1c1s,1,0,1,0,"(-37.03575804000211, 144.955491393406)",-37.03575804,144.9554914
"(-36.771609380406694, 145.2835839299115)",1c1m,1c1m,1,0,0,1,"(-36.771609380406694, 145.2835839299115)",-36.77160938,145.2835839
"(-36.771609380406694, 145.2835839299115)",1c1m,1c1m,1,0,0,1,"(-36.771609380406694, 145.2835839299115)",-36.77160938,145.2835839
"(-36.771609380406694, 145.2835839299115)",2c2m,2c2m,2,0,0,2,"(-36.771609380406694, 145.2835839299115)",-36.77160938,145.2835839
"(-36.771609380406694, 145.2835839299115)",1c1m,1c1m,1,0,0,1,"(-36.771609380406694, 145.2835839299115)",-36.77160938,145.2835839
"(-36.771609380406694, 145.2835839299115)",2c2m,2c2m,2,0,0,2,"(-36.771609380406694, 145.2835839299115)",-36.77160938,145.2835839
"(-36.771609380406694, 145.2835839299115)",2c2m,2c2m,2,0,0,2,"(-36.771609380406694, 145.2835839299115)",-36.77160938,145.2835839
"(-36.771609380406694, 145.2835839299115)",2c2m,2c2m,2,0,0,2,"(-36.771609380406694, 145.2835839299115)",-36.77160938,145.2835839
"(-36.91588161820895, 145.1048081066329)",1c1m,1c1m,1,0,0,1,"(-36.91588161820895, 145.1048081066329)",-36.91588162,145.1048081
"(-36.82171787242054, 145.2216057047685)",1c1m,1c1m,1,0,0,1,"(-36.82171787242054, 145.2216057047685)",-36.82171787,145.2216057
"(-37.236747097532984, 144.70354456467112)",1c1s,1c1s,1,0,1,0,"(-37.236747097532984, 144.70354456467112)",-37.23674710,144.7035446
"(-37.236747097532984, 144.70354456467112)",1c1m,1c1m,1,0,0,1,"(-37.236747097532984, 144.70354456467112)",-37.23674710,144.7035446
"(-37.03949509388974, 144.9508252027286)",1c1s,1c1s,1,0,1,0,"(-37.03949509388974, 144.9508252027286)",-37.03949509,144.9508252
"(-37.03949509388974, 144.9508252027286)",1c1s,1c1s,1,0,1,0,"(-37.03949509388974, 144.9508252027286)",-37.03949509,144.9508252
"(-36.904568671225476, 145.11886307001137)",1c1m,1c1m,1,0,0,1,"(-36.904568671225476, 145.11886307001137)",-36.90456867,145.1188631
"(-36.99281684453457, 145.00905955590352)",1c1s,1c1s,1,0,1,0,"(-36.99281684453457, 145.00905955590352)",-36.99281684,145.0090596
"(-36.95358692106285, 145.05791875442532)",1c1m,1c1m,1,0,0,1,"(-36.95358692106285, 145.05791875442532)",-36.95358692,145.0579188
"(-36.95358692106285, 145.05791875442532)",1c1s,1c1s,1,0,1,0,"(-36.95358692106285, 145.05791875442532)",-36.95358692,145.0579188
"(-36.95358692106285, 145.05791875442532)",1c1m,1c1m,1,0,0,1,"(-36.95358692106285, 145.05791875442532)",-36.95358692,145.0579188
"(-36.71740515223051, 145.3504924331849)",2c2m,2c2m,2,0,0,2,"(-36.71740515223051, 145.3504924331849)",-36.71740515,145.3504924
"(-36.987153641680834, 145.016117498224)",1c1m,1c1m,1,0,0,1,"(-36.987153641680834, 145.016117498224)",-36.98715364,145.0161175
"(-36.987153641680834, 145.016117498224)",1c1m,1c1m,1,0,0,1,"(-36.987153641680834, 145.016117498224)",-36.98715364,145.0161175
"(-36.987153641680834, 145.016117498224)",1c1m,1c1m,1,0,0,1,"(-36.987153641680834, 145.016117498224)",-36.98715364,145.0161175
"(-37.01900232505774, 144.9764045762274)",1c1m,1c1m,1,0,0,1,"(-37.01900232505774, 144.9764045762274)",-37.01900233,144.9764046
"(-37.158786882297775, 144.8015100595849)",3c3m,3c3m,3,0,0,3,"(-37.158786882297775, 144.8015100595849)",-37.15878688,144.8015101
"(-37.158786882297775, 144.8015100595849)",2c2m,2c2m,2,0,0,2,"(-37.158786882297775, 144.8015100595849)",-37.15878688,144.8015101
"(-37.027604644012584, 144.96566955970337)",2c2m,2c2m,2,0,0,2,"(-37.027604644012584, 144.96566955970337)",-37.02760464,144.9656696
"(-37.027604644012584, 144.96566955970337)",1c1m,1c1m,1,0,0,1,"(-37.027604644012584, 144.96566955970337)",-37.02760464,144.9656696
"(-37.00128541935217, 144.99850239011573)",1c1s,1c1s,1,0,1,0,"(-37.00128541935217, 144.99850239011573)",-37.00128542,144.9985024
"(-37.51091763651935, 144.35656519083298)",1c1m,1c1m,1,0,0,1,"(-37.51091763651935, 144.35656519083298)",-37.51091764,144.3565652
"(-37.108987433669846, 144.86392910552664)",1c1m,1c1m,1,0,0,1,"(-37.108987433669846, 144.86392910552664)",-37.10898743,144.8639291
"(-37.108987433669846, 144.86392910552664)",1c1m,1c1m,1,0,0,1,"(-37.108987433669846, 144.86392910552664)",-37.10898743,144.8639291
"(-37.108987433669846, 144.86392910552664)",1c1s,1c1s,1,0,1,0,"(-37.108987433669846, 144.86392910552664)",-37.10898743,144.8639291
"(-37.03014590422299, 144.96249756864134)",1c1m,1c1m,1,0,0,1,"(-37.03014590422299, 144.96249756864134)",-37.03014590,144.9624976
"(-36.95452310830416, 145.05675365172354)",1c1m,1c1m,1,0,0,1,"(-36.95452310830416, 145.05675365172354)",-36.95452311,145.0567537
"(-36.995076890029715, 145.00624246401634)",1c1s,1c1s,1,0,1,0,"(-36.995076890029715, 145.00624246401634)",-36.99507689,145.0062425
"(-36.995076890029715, 145.00624246401634)",1c1m,1c1m,1,0,0,1,"(-36.995076890029715, 145.00624246401634)",-36.99507689,145.0062425
